run5146,.01041666666666666666,10192.09266943359375000000,5.66227370524088541666
run5147,.03129629629629629629,10228.66532314453125000000,5.68259184619140625000
run5148,.05217592592592592592,10318.80777763671875000000,5.73267098757595486111
run5149,.07305555555555555555,10384.50588144531250000000,5.76916993413628472222
run5150,.09392361111111111111,10013.87295136718750000000,5.56326275075954861111
run5151,.11479166666666666666,10472.44546562500000000000,5.81802525868055555555
run5152,.13565972222222222222,10228.86558408203125000000,5.68270310226779513888
run5153,.15652777777777777777,2519496.10945830078125000000,1399.72006081016710069444
run5154,.17739583333333333333,2687603.18838222656250000000,1493.11288243457031250000
run5155,.19826388888888888888,2686522.90578750000000000000,1492.51272543750000000000
run5156,.21913194444444444444,2685883.08460849609375000000,1492.15726922694227430555
run5157,.24000000000000000000,2680187.56341552734375000000,1488.99309078640407986111
run5158,.26086805555555555555,2680812.42760576171875000000,1489.34023755875651041666
run5159,.28174768518518518518,2614110.47829902343750000000,1452.28359905501302083333
run5160,.30261574074074074074,2458077.10626435546875000000,1365.59839236908637152777
run5161,.32349537037037037037,2135467.88798281250000000000,1186.37104887934027777777
run5162,.34436342592592592592,1640581.09417236328125000000,911.43394120686848958333
run5163,.36523148148148148148,1058757.92334863281250000000,588.19884630479600694444
run5164,.38609953703703703703,585232.13766494140625000000,325.12896536941189236111
run5165,.40697916666666666666,298788.14221699218750000000,165.99341234277343750000
run5166,.42784722222222222222,154625.12460585937500000000,85.90284700325520833333
run5167,.44871527777777777777,86641.11729355468750000000,48.13395405197482638888
run5168,.46958333333333333333,57187.84004121093750000000,31.77102224511718750000
run5169,.49045138888888888888,43538.46757939453125000000,24.18803754410807291666
run5170,.51131944444444444444,37817.08769287109375000000,21.00949316270616319444
run5171,.53218750000000000000,33808.78993095703125000000,18.78266107275390625000
run5172,.55306712962962962962,31758.11793095703125000000,17.64339885053168402777
run5173,.57393518518518518518,31177.46134267578125000000,17.32081185704210069444
run5174,.59480324074074074074,29414.08869013671875000000,16.34116038340928819444
run5175,.61567129629629629629,28483.26333632812500000000,15.82403518684895833333
run5176,.63653935185185185185,27884.83358984375000000000,15.49157421657986111111
run5177,.65740740740740740740,27164.35731826171875000000,15.09130962125651041666
run5178,.67828703703703703703,26298.81703007812500000000,14.61045390559895833333
run5179,.69915509259259259259,25806.72584140625000000000,14.33706991189236111111
run5180,.72002314814814814814,25128.77998642578125000000,13.96043332579210069444
run5181,.74089120370370370370,24147.61403945312500000000,13.41534113302951388888
